customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,MonthlyCharges,TotalCharges,Churn
CUST0661,Male,0,No,Yes,31,Yes,Fiber optic,One year,28.6,886.6,No
CUST0662,Male,1,Yes,No,10,Yes,No,One year,104.33,1043.3,No
CUST0663,Female,0,Yes,Yes,36,No,DSL,Two year,91.8,3304.8,No
CUST0664,Male,1,Yes,Yes,49,Yes,Fiber optic,Month-to-month,114.36,5603.64,No
CUST0665,Male,1,No,No,70,Yes,Fiber optic,Month-to-month,89.35,6254.5,No
CUST0666,Female,0,Yes,No,49,Yes,Fiber optic,Month-to-month,114.04,5587.96,Yes
CUST0667,Female,1,Yes,Yes,3,Yes,DSL,Two year,75.45,226.35,No
CUST0668,Male,0,No,Yes,5,No,Fiber optic,One year,80.02,400.1,No
CUST0669,Male,1,No,No,61,Yes,Fiber optic,Two year,117.7,7179.7,No
CUST0670,Male,0,Yes,No,26,No,No,One year,84.21,2189.46,No
CUST0671,Female,1,No,No,5,No,DSL,Two year,23.08,115.4,No
CUST0672,Female,1,Yes,Yes,15,No,No,One year,92.38,1385.7,No
CUST0673,Female,1,No,Yes,16,Yes,DSL,Month-to-month,110.55,1768.8,Yes
CUST0674,Female,0,Yes,Yes,1,Yes,DSL,Month-to-month,99.56,99.56,Yes
CUST0675,Male,0,Yes,No,16,Yes,DSL,Month-to-month,78.38,1254.08,Yes
CUST0676,Female,0,Yes,No,37,No,No,Two year,87.13,3223.81,No
CUST0677,Female,0,Yes,No,3,No,No,Two year,119.02,357.06,No
CUST0678,Female,0,No,Yes,52,No,No,Two year,29.07,1511.64,No
CUST0679,Female,0,No,No,47,No,No,Month-to-month,86.72,4075.84,No
CUST0680,Female,0,No,Yes,13,Yes,Fiber optic,One year,48.34,628.42,No
CUST0681,Male,1,No,No,55,Yes,Fiber optic,Month-to-month,84.01,4620.55,No
CUST0682,Male,0,Yes,Yes,21,Yes,Fiber optic,Month-to-month,80.76,1695.96,No
CUST0683,Female,1,Yes,Yes,66,No,DSL,One year,35.35,2333.1,No
CUST0684,Male,0,No,No,54,No,Fiber optic,One year,40.67,2196.18,No
CUST0685,Female,1,No,Yes,27,Yes,DSL,One year,82.16,2218.32,No
CUST0686,Female,1,No,No,38,Yes,No,One year,32.82,1247.16,No
CUST0687,Male,0,No,Yes,58,No,DSL,Month-to-month,46.52,2698.16,No
CUST0688,Male,0,No,No,62,Yes,DSL,Two year,103.52,6418.24,No
CUST0689,Female,0,Yes,No,46,Yes,Fiber optic,Month-to-month,52.71,2424.66,No
CUST0690,Female,0,Yes,Yes,11,No,No,One year,68.81,756.91,No
CUST0691,Female,0,Yes,No,8,No,No,Two year,114.11,912.88,Yes
CUST0692,Male,0,No,Yes,71,No,Fiber optic,Two year,42.71,3032.41,No
CUST0693,Female,0,No,No,64,Yes,No,Month-to-month,58.96,3773.44,No
CUST0694,Female,0,No,No,21,No,No,Month-to-month,80.65,1693.65,No
CUST0695,Female,0,No,No,63,Yes,No,Month-to-month,95.53,6018.39,No
CUST0696,Male,0,Yes,No,64,Yes,Fiber optic,Two year,110.17,7050.88,No
CUST0697,Female,0,Yes,Yes,20,No,No,Two year,111.55,2231.0,No
CUST0698,Female,1,No,No,8,Yes,DSL,Two year,97.66,781.28,No
CUST0699,Male,0,Yes,No,58,No,DSL,One year,42.83,2484.14,No
CUST0700,Female,1,Yes,Yes,46,No,No,One year,22.48,1034.08,No
CUST0701,Female,0,No,Yes,31,Yes,Fiber optic,Month-to-month,58.38,1809.78,No
CUST0702,Male,0,No,Yes,9,Yes,Fiber optic,Two year,34.15,307.35,No
CUST0703,Female,0,No,Yes,15,No,Fiber optic,Month-to-month,91.04,1365.6,Yes
CUST0704,Male,0,No,Yes,26,No,No,Two year,86.11,2238.86,No
CUST0705,Male,0,No,Yes,10,No,No,Month-to-month,24.4,244.0,No
CUST0706,Female,0,No,No,29,No,DSL,One year,103.66,3006.14,No
CUST0707,Female,0,Yes,Yes,36,No,Fiber optic,Two year,44.87,1615.32,No
CUST0708,Female,0,Yes,No,37,No,DSL,One year,63.22,2339.14,No
CUST0709,Female,0,No,Yes,71,Yes,DSL,Two year,86.79,6162.09,No
CUST0710,Male,0,Yes,No,23,Yes,Fiber optic,Month-to-month,62.94,1447.62,No
CUST0711,Female,0,No,No,41,Yes,No,Two year,64.13,2629.33,No
CUST0712,Male,0,No,No,28,Yes,No,One year,26.56,743.68,No
CUST0713,Female,0,No,Yes,48,No,DSL,Two year,60.14,2886.72,No
CUST0714,Female,0,No,Yes,38,Yes,DSL,Month-to-month,96.48,3666.24,No
CUST0715,Female,1,Yes,Yes,31,Yes,DSL,Two year,111.52,3457.12,No
CUST0716,Male,0,No,Yes,14,No,DSL,One year,61.35,858.9,No
CUST0717,Female,0,Yes,No,29,Yes,Fiber optic,Month-to-month,62.36,1808.44,Yes
CUST0718,Female,1,No,Yes,51,No,DSL,One year,90.26,4603.26,No
CUST0719,Female,0,No,No,49,No,DSL,Two year,114.28,5599.72,No
CUST0720,Female,0,No,No,43,No,No,One year,46.71,2008.53,No
CUST0721,Male,0,Yes,Yes,5,No,No,Two year,64.01,320.05,Yes
CUST0722,Female,0,No,Yes,42,No,No,Month-to-month,99.6,4183.2,Yes
CUST0723,Male,0,No,Yes,7,Yes,Fiber optic,One year,80.97,566.79,No
CUST0724,Male,0,No,No,42,Yes,Fiber optic,One year,31.06,1304.52,No
CUST0725,Male,0,Yes,Yes,36,Yes,No,Two year,82.77,2979.72,No
CUST0726,Male,0,Yes,No,27,No,No,One year,38.67,1044.09,No
CUST0727,Male,1,Yes,Yes,58,Yes,DSL,One year,71.02,4119.16,No
CUST0728,Male,1,No,No,46,Yes,DSL,Month-to-month,72.91,3353.86,Yes
CUST0729,Female,0,Yes,Yes,66,Yes,Fiber optic,Two year,107.62,7102.92,No
CUST0730,Male,0,No,Yes,25,Yes,Fiber optic,Two year,66.25,1656.25,No
CUST0731,Male,0,Yes,No,27,No,DSL,Month-to-month,47.94,1294.38,No
CUST0732,Male,0,Yes,Yes,1,Yes,No,Month-to-month,43.1,43.1,Yes
CUST0733,Female,0,No,Yes,42,No,DSL,Two year,107.43,4512.06,No
CUST0734,Female,0,Yes,Yes,52,No,Fiber optic,Month-to-month,37.1,1929.2,Yes
CUST0735,Male,1,No,Yes,25,Yes,Fiber optic,Month-to-month,62.59,1564.75,No
CUST0736,Female,0,No,Yes,54,No,DSL,Month-to-month,38.72,2090.88,No
CUST0737,Male,0,Yes,Yes,67,No,DSL,Two year,97.33,6521.11,No
CUST0738,Male,0,No,Yes,6,No,DSL,Month-to-month,67.44,404.64,Yes
CUST0739,Female,0,No,No,58,No,Fiber optic,One year,55.11,3196.38,No
CUST0740,Male,1,Yes,No,70,No,No,One year,56.11,3927.7,No
CUST0741,Female,0,Yes,Yes,53,No,DSL,Two year,105.22,5576.66,No
CUST0742,Female,0,No,Yes,66,No,Fiber optic,Month-to-month,75.38,4975.08,No
CUST0743,Male,0,Yes,Yes,58,Yes,Fiber optic,One year,91.79,5323.82,No
CUST0744,Male,0,No,No,2,Yes,Fiber optic,Two year,109.7,219.4,No
CUST0745,Female,0,No,No,22,No,DSL,One year,110.17,2423.74,No
CUST0746,Male,0,Yes,Yes,37,No,DSL,Month-to-month,52.85,1955.45,Yes
CUST0747,Male,0,Yes,No,20,Yes,No,Two year,115.25,2305.0,No
CUST0748,Male,0,Yes,Yes,24,Yes,Fiber optic,One year,22.49,539.76,No
CUST0749,Female,0,Yes,Yes,65,Yes,DSL,Two year,57.68,3749.2,No
CUST0750,Female,0,No,Yes,65,Yes,Fiber optic,One year,109.58,7122.7,No
CUST0751,Male,0,No,Yes,1,No,Fiber optic,One year,47.46,47.46,Yes
CUST0752,Female,0,Yes,No,3,No,No,Month-to-month,47.31,141.93,No
CUST0753,Female,0,Yes,No,46,Yes,DSL,Month-to-month,50.26,2311.96,No
CUST0754,Female,1,No,Yes,55,Yes,DSL,One year,81.23,4467.65,No
CUST0755,Female,1,No,No,64,Yes,Fiber optic,Two year,63.83,4085.12,No
CUST0756,Female,1,No,No,45,Yes,Fiber optic,Two year,92.67,4170.15,No
CUST0757,Male,0,No,Yes,26,No,No,Month-to-month,109.49,2846.74,No
CUST0758,Male,0,Yes,No,65,Yes,No,One year,87.42,5682.3,No
CUST0759,Male,0,No,Yes,24,Yes,No,Month-to-month,40.45,970.8,No
CUST0760,Female,0,No,Yes,35,Yes,No,One year,113.27,3964.45,No
CUST0761,Female,1,Yes,Yes,24,No,No,One year,46.45,1114.8,No
CUST0762,Male,0,No,Yes,28,No,No,Month-to-month,34.99,979.72,Yes
CUST0763,Female,0,No,No,16,No,Fiber optic,Two year,29.0,464.0,No
CUST0764,Male,0,Yes,Yes,59,Yes,No,Month-to-month,76.34,4504.06,Yes
CUST0765,Male,0,Yes,No,54,Yes,Fiber optic,One year,31.38,1694.52,No
CUST0766,Male,0,Yes,Yes,16,Yes,Fiber optic,Month-to-month,33.88,542.08,No
CUST0767,Female,0,No,Yes,15,No,DSL,Two year,50.0,750.0,No
CUST0768,Female,0,No,No,11,No,Fiber optic,Two year,48.17,529.87,No
CUST0769,Male,0,Yes,Yes,65,Yes,Fiber optic,One year,80.42,5227.3,No
CUST0770,Male,0,Yes,No,68,Yes,No,Month-to-month,101.67,6913.56,No
CUST0771,Male,0,No,No,43,No,Fiber optic,Two year,96.13,4133.59,No
CUST0772,Male,1,Yes,Yes,69,Yes,No,Month-to-month,46.25,3191.25,No
CUST0773,Female,1,Yes,Yes,13,Yes,No,Two year,44.53,578.89,No
CUST0774,Female,0,Yes,Yes,10,Yes,No,One year,116.58,1165.8,No
CUST0775,Male,0,No,Yes,41,No,DSL,One year,20.82,853.62,No
CUST0776,Male,0,No,Yes,50,Yes,No,Month-to-month,107.97,5398.5,No
CUST0777,Female,0,No,Yes,71,Yes,Fiber optic,One year,39.97,2837.87,No
CUST0778,Female,0,No,No,59,Yes,No,Two year,114.73,6769.07,No
CUST0779,Male,1,No,No,39,Yes,No,One year,54.23,2114.97,No
CUST0780,Male,0,No,Yes,3,No,No,Two year,64.04,192.12,Yes
CUST0781,Male,1,Yes,No,7,No,DSL,Two year,90.71,634.97,Yes
CUST0782,Female,0,No,No,49,No,Fiber optic,One year,78.77,3859.73,No
CUST0783,Female,0,No,Yes,26,Yes,DSL,Two year,51.79,1346.54,No
CUST0784,Female,0,Yes,Yes,33,No,Fiber optic,Two year,75.38,2487.54,No
CUST0785,Male,1,No,No,48,Yes,DSL,Month-to-month,93.07,4467.36,Yes
CUST0786,Male,0,No,Yes,2,No,Fiber optic,Month-to-month,24.23,48.46,Yes
CUST0787,Female,0,Yes,No,71,Yes,DSL,Month-to-month,21.12,1499.52,Yes
CUST0788,Female,0,Yes,Yes,32,No,No,One year,65.81,2105.92,No
CUST0789,Male,0,Yes,No,4,No,DSL,Month-to-month,33.18,132.72,No
CUST0790,Female,0,No,No,20,No,DSL,Two year,86.43,1728.6,No
CUST0791,Female,0,Yes,No,36,Yes,No,One year,41.41,1490.76,No
CUST0792,Male,0,No,No,32,Yes,No,One year,63.29,2025.28,No
CUST0793,Female,0,No,Yes,28,Yes,Fiber optic,One year,39.77,1113.56,No
CUST0794,Male,0,No,Yes,1,No,Fiber optic,One year,74.85,74.85,No
CUST0795,Male,0,No,No,60,Yes,Fiber optic,Two year,31.61,1896.6,No
CUST0796,Male,0,Yes,No,56,Yes,DSL,Two year,22.31,1249.36,No
CUST0797,Male,0,Yes,Yes,35,Yes,Fiber optic,Month-to-month,25.11,878.85,No
CUST0798,Male,0,No,Yes,30,Yes,DSL,One year,115.43,3462.9,No
CUST0799,Male,0,Yes,No,54,Yes,DSL,Month-to-month,34.23,1848.42,No
CUST0800,Male,1,No,No,36,Yes,Fiber optic,Two year,90.85,3270.6,No
CUST0801,Female,0,No,No,55,No,Fiber optic,One year,26.79,1473.45,No
CUST0802,Male,0,No,No,58,No,DSL,Two year,30.82,1787.56,No
CUST0803,Male,0,Yes,No,65,Yes,No,Month-to-month,70.89,4607.85,No
CUST0804,Female,0,No,Yes,69,No,No,Two year,66.49,4587.81,No
CUST0805,Female,0,No,No,51,No,DSL,One year,115.16,5873.16,No
CUST0806,Female,0,Yes,Yes,22,Yes,Fiber optic,One year,114.48,2518.56,No
CUST0807,Male,0,Yes,Yes,53,Yes,DSL,Month-to-month,97.96,5191.88,Yes
CUST0808,Female,0,Yes,Yes,36,No,DSL,One year,80.21,2887.56,No
CUST0809,Male,0,Yes,No,68,Yes,Fiber optic,Two year,65.5,4454.0,No
CUST0810,Male,0,No,Yes,36,No,No,Two year,55.62,2002.32,No
CUST0811,Male,0,Yes,Yes,52,No,DSL,Two year,114.71,5964.92,No
CUST0812,Male,0,No,Yes,53,No,No,Two year,80.29,4255.37,No
CUST0813,Female,0,Yes,Yes,50,Yes,No,Month-to-month,77.91,3895.5,No
CUST0814,Female,0,Yes,No,41,No,Fiber optic,Two year,43.19,1770.79,No
CUST0815,Male,1,Yes,No,18,Yes,DSL,Month-to-month,24.67,444.06,No
CUST0816,Male,0,Yes,Yes,22,Yes,DSL,Two year,114.52,2519.44,No
CUST0817,Male,0,Yes,Yes,66,Yes,No,Month-to-month,51.37,3390.42,Yes
CUST0818,Female,0,Yes,No,21,Yes,No,Two year,64.26,1349.46,No
CUST0819,Male,0,No,No,44,Yes,Fiber optic,Two year,31.46,1384.24,No
CUST0820,Male,0,Yes,No,47,No,No,Month-to-month,103.69,4873.43,No
CUST0821,Female,0,Yes,Yes,39,Yes,Fiber optic,One year,22.76,887.64,No
CUST0822,Female,0,Yes,No,29,Yes,DSL,One year,103.4,2998.6,No
CUST0823,Male,0,Yes,Yes,54,Yes,Fiber optic,One year,34.03,1837.62,No
CUST0824,Female,0,No,Yes,17,Yes,No,Month-to-month,108.66,1847.22,No
CUST0825,Female,0,Yes,No,60,Yes,DSL,One year,92.98,5578.8,No
CUST0826,Male,0,Yes,Yes,31,No,Fiber optic,One year,36.47,1130.57,No
CUST0827,Female,1,Yes,No,49,Yes,DSL,Month-to-month,76.58,3752.42,No
CUST0828,Male,0,Yes,Yes,2,Yes,Fiber optic,One year,51.27,102.54,No
CUST0829,Female,0,No,No,48,No,No,One year,37.82,1815.36,No
CUST0830,Male,1,Yes,Yes,14,Yes,No,One year,105.92,1482.88,No
CUST0831,Male,0,No,Yes,59,No,DSL,Month-to-month,60.35,3560.65,No
CUST0832,Male,0,Yes,No,58,No,DSL,Month-to-month,59.85,3471.3,No
CUST0833,Female,0,No,No,58,No,DSL,One year,36.99,2145.42,No
CUST0834,Male,1,No,No,51,No,Fiber optic,One year,58.31,2973.81,No
CUST0835,Female,0,Yes,No,2,Yes,No,Month-to-month,107.16,214.32,No
CUST0836,Male,0,Yes,Yes,41,Yes,DSL,One year,56.31,2308.71,No
CUST0837,Male,0,No,No,16,No,DSL,Month-to-month,115.16,1842.56,No
CUST0838,Female,1,No,No,4,No,DSL,One year,114.63,458.52,No
CUST0839,Male,0,Yes,Yes,12,Yes,Fiber optic,Month-to-month,34.49,413.88,Yes
CUST0840,Male,0,No,No,29,No,DSL,Two year,37.73,1094.17,No
CUST0841,Female,0,No,No,7,No,DSL,Two year,106.27,743.89,No
CUST0842,Male,0,No,Yes,14,No,Fiber optic,Month-to-month,59.28,829.92,No
CUST0843,Male,0,Yes,No,12,Yes,Fiber optic,Two year,20.44,245.28,No
CUST0844,Male,1,No,No,5,No,DSL,One year,47.39,236.95,No
CUST0845,Male,0,No,No,32,Yes,DSL,Month-to-month,79.76,2552.32,No
CUST0846,Female,0,No,No,43,Yes,Fiber optic,Month-to-month,99.93,4296.99,Yes
CUST0847,Female,0,Yes,No,69,Yes,No,One year,33.34,2300.46,No
CUST0848,Male,1,Yes,No,45,No,Fiber optic,One year,31.05,1397.25,No
CUST0849,Female,0,No,Yes,9,No,No,Month-to-month,112.21,1009.89,No
CUST0850,Male,0,Yes,No,49,Yes,DSL,One year,95.11,4660.39,No
CUST0851,Female,1,No,Yes,33,Yes,DSL,Month-to-month,78.98,2606.34,Yes
CUST0852,Male,1,Yes,Yes,18,Yes,No,One year,96.92,1744.56,No
CUST0853,Male,1,Yes,Yes,9,No,Fiber optic,Month-to-month,62.89,566.01,Yes
CUST0854,Male,1,No,Yes,62,No,DSL,One year,95.85,5942.7,No
CUST0855,Male,0,Yes,No,57,Yes,No,One year,57.18,3259.26,No
CUST0856,Male,0,Yes,No,29,Yes,Fiber optic,Two year,44.41,1287.89,No
CUST0857,Male,0,Yes,No,25,No,No,Two year,92.9,2322.5,No
CUST0858,Female,1,No,Yes,15,Yes,Fiber optic,Two year,61.97,929.55,No
CUST0859,Male,0,Yes,No,6,No,Fiber optic,One year,118.14,708.84,No
CUST0860,Female,0,Yes,No,42,No,Fiber optic,Month-to-month,54.95,2307.9,No
CUST0861,Male,0,No,No,29,Yes,Fiber optic,One year,112.17,3252.93,No
CUST0862,Female,0,Yes,Yes,4,Yes,No,Two year,113.3,453.2,No
CUST0863,Female,0,Yes,Yes,57,No,No,One year,44.19,2518.83,No
CUST0864,Female,1,Yes,No,49,No,No,Two year,99.82,4891.18,No
CUST0865,Male,1,Yes,Yes,44,No,No,Two year,63.31,2785.64,No
CUST0866,Male,0,Yes,Yes,14,No,No,Month-to-month,111.75,1564.5,No
CUST0867,Female,0,No,No,3,No,Fiber optic,Month-to-month,65.01,195.03,Yes
CUST0868,Male,0,No,Yes,62,Yes,DSL,Two year,94.43,5854.66,No
CUST0869,Female,0,Yes,Yes,64,No,DSL,Two year,66.7,4268.8,No
CUST0870,Male,1,Yes,No,45,No,No,One year,42.78,1925.1,No
CUST0871,Female,0,Yes,Yes,58,No,No,Two year,39.94,2316.52,No
CUST0872,Female,0,No,Yes,20,Yes,DSL,One year,62.54,1250.8,No
CUST0873,Male,1,No,Yes,58,Yes,Fiber optic,Two year,95.55,5541.9,No
CUST0874,Female,0,Yes,Yes,57,No,No,Month-to-month,80.51,4589.07,No
CUST0875,Male,0,Yes,Yes,68,No,Fiber optic,Month-to-month,88.86,6042.48,No
CUST0876,Female,0,No,Yes,52,Yes,DSL,Two year,48.23,2507.96,No
CUST0877,Female,0,Yes,Yes,37,Yes,DSL,One year,68.14,2521.18,No
CUST0878,Male,0,No,Yes,8,Yes,No,One year,24.44,195.52,No
CUST0879,Male,0,No,No,44,Yes,Fiber optic,One year,101.75,4477.0,No
CUST0880,Male,0,Yes,No,5,No,No,Two year,118.99,594.95,No
CUST0881,Female,1,No,No,69,Yes,DSL,Two year,60.69,4187.61,No
CUST0882,Male,0,Yes,No,31,No,Fiber optic,Month-to-month,21.1,654.1,Yes
CUST0883,Female,0,Yes,Yes,45,No,No,Month-to-month,36.98,1664.1,No
CUST0884,Female,0,Yes,No,9,Yes,No,Two year,85.25,767.25,Yes
CUST0885,Male,0,Yes,No,32,Yes,No,Month-to-month,81.21,2598.72,No
CUST0886,Male,0,Yes,Yes,33,Yes,DSL,One year,98.79,3260.07,No
CUST0887,Female,0,Yes,Yes,67,Yes,No,One year,45.39,3041.13,No
CUST0888,Female,0,No,Yes,30,No,Fiber optic,Two year,96.36,2890.8,No
CUST0889,Male,1,No,Yes,29,No,No,One year,88.8,2575.2,No
CUST0890,Male,0,No,Yes,3,No,DSL,Two year,52.28,156.84,Yes
CUST0891,Male,0,No,No,57,Yes,No,One year,74.55,4249.35,No
CUST0892,Male,1,Yes,Yes,30,No,DSL,Two year,34.73,1041.9,No
CUST0893,Male,0,No,No,9,Yes,DSL,One year,65.26,587.34,No
CUST0894,Female,0,No,No,26,No,Fiber optic,One year,108.12,2811.12,No
CUST0895,Female,0,No,Yes,2,Yes,Fiber optic,Month-to-month,62.12,124.24,Yes
CUST0896,Female,0,Yes,No,62,No,No,Month-to-month,103.96,6445.52,Yes
CUST0897,Female,0,No,No,3,No,DSL,Month-to-month,79.03,237.09,Yes
CUST0898,Male,0,Yes,Yes,46,Yes,DSL,Month-to-month,39.19,1802.74,No
CUST0899,Male,0,No,No,68,No,Fiber optic,Month-to-month,78.11,5311.48,No
CUST0900,Male,0,Yes,No,25,No,Fiber optic,Month-to-month,70.6,1765.0,Yes
CUST0901,Female,0,Yes,No,51,Yes,No,Two year,59.86,3052.86,No
CUST0902,Female,0,No,Yes,13,Yes,DSL,Two year,31.96,415.48,No
CUST0903,Male,0,Yes,Yes,44,Yes,Fiber optic,Month-to-month,61.67,2713.48,Yes
CUST0904,Male,0,Yes,Yes,35,Yes,No,Two year,27.28,954.8,No
CUST0905,Female,0,No,No,55,Yes,DSL,Month-to-month,29.88,1643.4,Yes
CUST0906,Female,1,No,Yes,9,No,DSL,Two year,61.59,554.31,No
CUST0907,Male,0,No,No,2,Yes,Fiber optic,One year,50.54,101.08,No
CUST0908,Male,0,Yes,Yes,61,No,No,Two year,112.55,6865.55,No
CUST0909,Female,0,Yes,No,41,No,Fiber optic,Two year,57.57,2360.37,No
CUST0910,Male,0,Yes,Yes,44,Yes,No,Two year,95.79,4214.76,No
CUST0911,Male,1,No,Yes,64,No,DSL,One year,73.02,4673.28,No
CUST0912,Male,1,Yes,No,31,No,No,Month-to-month,90.41,2802.71,No
CUST0913,Female,0,Yes,Yes,47,Yes,No,Two year,46.01,2162.47,No
CUST0914,Female,0,Yes,No,2,No,No,Two year,114.19,228.38,No
CUST0915,Female,0,Yes,Yes,69,Yes,No,One year,73.01,5037.69,No
CUST0916,Female,1,Yes,Yes,58,Yes,No,Month-to-month,103.13,5981.54,No
CUST0917,Female,0,Yes,No,44,Yes,Fiber optic,Two year,56.5,2486.0,No
CUST0918,Female,0,Yes,No,56,No,No,One year,30.02,1681.12,No
CUST0919,Female,0,No,No,43,No,No,Month-to-month,87.37,3756.91,No
CUST0920,Male,0,No,Yes,34,No,DSL,Month-to-month,20.78,706.52,Yes
CUST0921,Male,0,No,No,30,No,No,Two year,67.53,2025.9,No
CUST0922,Male,0,Yes,Yes,71,Yes,DSL,Two year,39.28,2788.88,No
CUST0923,Male,0,Yes,No,70,No,Fiber optic,Two year,82.74,5791.8,No
CUST0924,Male,0,No,No,55,Yes,Fiber optic,Two year,117.94,6486.7,No
CUST0925,Male,0,Yes,No,67,No,No,One year,66.44,4451.48,No
CUST0926,Male,0,No,No,13,No,Fiber optic,One year,101.75,1322.75,No
CUST0927,Female,0,Yes,No,3,No,No,Two year,70.78,212.34,No
CUST0928,Female,0,Yes,No,26,No,Fiber optic,Month-to-month,69.58,1809.08,No
CUST0929,Male,0,No,Yes,57,No,No,Two year,113.04,6443.28,No
CUST0930,Male,0,No,No,24,Yes,No,Month-to-month,109.0,2616.0,No
CUST0931,Female,0,No,Yes,53,No,DSL,Month-to-month,98.58,5224.74,No
CUST0932,Male,0,No,No,70,No,DSL,Month-to-month,49.63,3474.1,No
CUST0933,Male,0,No,No,43,No,DSL,One year,74.5,3203.5,No
CUST0934,Female,0,Yes,No,60,No,DSL,Month-to-month,42.39,2543.4,No
CUST0935,Male,1,Yes,Yes,58,Yes,No,Month-to-month,64.39,3734.62,No
CUST0936,Female,0,Yes,Yes,49,No,Fiber optic,One year,68.42,3352.58,No
CUST0937,Male,1,No,No,42,Yes,No,Month-to-month,103.16,4332.72,No
CUST0938,Female,0,No,Yes,66,No,DSL,Month-to-month,109.6,7233.6,No
CUST0939,Female,0,No,No,11,Yes,DSL,Two year,61.46,676.06,No
CUST0940,Female,0,No,No,18,Yes,Fiber optic,Month-to-month,21.77,391.86,No
CUST0941,Male,0,No,Yes,52,Yes,DSL,Month-to-month,106.18,5521.36,Yes
CUST0942,Female,0,No,Yes,46,Yes,No,Month-to-month,37.43,1721.78,No
CUST0943,Male,0,Yes,Yes,44,Yes,No,Month-to-month,82.19,3616.36,No
CUST0944,Male,0,Yes,Yes,22,No,No,Month-to-month,22.5,495.0,No
CUST0945,Male,0,Yes,No,53,Yes,No,One year,59.95,3177.35,No
CUST0946,Male,0,Yes,Yes,59,No,No,Month-to-month,118.6,6997.4,No
CUST0947,Female,0,Yes,Yes,30,Yes,Fiber optic,Month-to-month,30.07,902.1,No
CUST0948,Female,0,No,No,8,Yes,No,One year,62.37,498.96,Yes
CUST0949,Male,0,No,Yes,57,No,DSL,One year,50.71,2890.47,No
CUST0950,Male,0,No,Yes,20,Yes,DSL,Month-to-month,110.51,2210.2,No
CUST0951,Female,0,No,Yes,25,Yes,DSL,Month-to-month,106.93,2673.25,Yes
CUST0952,Male,0,No,Yes,19,Yes,DSL,Month-to-month,43.77,831.63,No
CUST0953,Female,0,No,No,5,Yes,Fiber optic,Two year,28.12,140.6,Yes
CUST0954,Male,1,Yes,No,27,No,DSL,Two year,82.71,2233.17,No
CUST0955,Male,1,No,Yes,40,Yes,Fiber optic,Month-to-month,53.64,2145.6,No
CUST0956,Female,0,No,Yes,26,Yes,DSL,One year,87.21,2267.46,No
CUST0957,Male,0,No,No,27,No,Fiber optic,Month-to-month,23.21,626.67,No
CUST0958,Female,0,No,Yes,62,No,Fiber optic,One year,33.34,2067.08,No
CUST0959,Male,0,Yes,Yes,50,Yes,Fiber optic,One year,88.64,4432.0,No
CUST0960,Male,0,Yes,Yes,42,Yes,DSL,One year,41.24,1732.08,No
CUST0961,Male,0,No,Yes,29,No,Fiber optic,Month-to-month,105.76,3067.04,No
CUST0962,Female,1,Yes,Yes,39,Yes,No,Month-to-month,25.86,1008.54,Yes
CUST0963,Male,0,Yes,Yes,60,No,No,One year,41.55,2493.0,No
CUST0964,Male,0,No,Yes,41,Yes,DSL,Two year,119.86,4914.26,No
CUST0965,Male,0,No,Yes,33,No,No,Two year,63.31,2089.23,No
CUST0966,Male,0,No,Yes,16,No,No,Two year,90.3,1444.8,No
CUST0967,Female,0,No,No,23,No,No,One year,38.27,880.21,No
CUST0968,Female,0,No,No,7,Yes,DSL,Month-to-month,80.99,566.93,Yes
CUST0969,Male,0,Yes,No,26,Yes,DSL,One year,92.61,2407.86,No
CUST0970,Female,0,No,Yes,12,Yes,No,Two year,51.45,617.4,No
CUST0971,Male,1,No,Yes,5,Yes,DSL,Month-to-month,102.89,514.45,No
CUST0972,Male,0,No,No,69,No,Fiber optic,One year,80.34,5543.46,No
CUST0973,Male,0,Yes,Yes,49,No,No,One year,58.91,2886.59,No
CUST0974,Female,0,No,No,26,No,DSL,Two year,75.76,1969.76,No
CUST0975,Female,1,No,Yes,5,Yes,DSL,One year,77.68,388.4,Yes
CUST0976,Female,0,No,No,22,Yes,No,Month-to-month,36.55,804.1,No
CUST0977,Female,0,Yes,No,13,Yes,DSL,Two year,60.27,783.51,No
CUST0978,Female,1,No,No,28,No,No,Two year,54.34,1521.52,No
CUST0979,Female,1,No,Yes,33,Yes,DSL,Month-to-month,60.09,1982.97,No
CUST0980,Female,0,No,No,23,Yes,Fiber optic,Two year,96.11,2210.53,No
CUST0981,Female,1,Yes,Yes,18,No,No,One year,68.25,1228.5,No
CUST0982,Female,0,No,Yes,30,No,Fiber optic,One year,114.03,3420.9,No
CUST0983,Male,0,No,Yes,26,Yes,No,Two year,49.37,1283.62,No
CUST0984,Female,0,No,Yes,16,No,DSL,Month-to-month,61.57,985.12,Yes
CUST0985,Female,0,Yes,Yes,39,Yes,Fiber optic,One year,98.7,3849.3,No
CUST0986,Female,0,No,Yes,33,No,DSL,Month-to-month,74.6,2461.8,No
CUST0987,Female,0,No,Yes,26,No,No,One year,74.7,1942.2,No
CUST0988,Female,0,No,No,48,No,No,One year,25.33,1215.84,No
CUST0989,Female,0,Yes,No,65,Yes,No,Two year,59.86,3890.9,No
CUST0990,Female,0,Yes,No,38,Yes,No,Two year,47.07,1788.66,No
CUST0991,Female,0,No,Yes,2,Yes,No,Month-to-month,119.93,239.86,No
