Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP000611,Male,No,1,Graduate,No,60299,36812,641.0,240,1.0,Semiurban,Y
LP000612,Female,Yes,0,Not Graduate,No,15952,32550,70.0,12,1.0,Semiurban,Y
LP000613,Male,No,3+,Not Graduate,No,63541,39911,339.0,300,1.0,Urban,Y
LP000614,Female,Yes,0,Graduate,Yes,11181,28794,195.0,36,0.0,Semiurban,N
LP000615,Male,No,0,Graduate,No,55491,2836,545.0,84,0.0,Rural,Y
LP000616,Male,Yes,3+,Not Graduate,Yes,21671,14091,513.0,480,0.0,Semiurban,N
LP000617,Male,Yes,2,Not Graduate,Yes,25483,33534,616.0,240,1.0,Semiurban,N
LP000618,Female,Yes,0,Not Graduate,No,64881,12790,329.0,180,0.0,Rural,N
LP000619,Female,Yes,2,Graduate,No,37701,27540,201.0,84,1.0,Rural,Y
LP000620,Male,No,2,Not Graduate,Yes,37411,99,262.0,300,0.0,Semiurban,N
LP000621,Male,Yes,2,Not Graduate,Yes,2123,20053,587.0,240,0.0,Rural,N
LP000622,Female,Yes,3+,Not Graduate,Yes,11050,33161,322.0,180,0.0,Urban,N
LP000623,Female,Yes,2,Not Graduate,No,49399,25169,560.0,120,1.0,Urban,Y
LP000624,Female,No,0,Graduate,Yes,19610,27457,232.0,120,0.0,Rural,N
LP000625,Female,No,2,Graduate,No,2356,9077,439.0,240,0.0,Rural,N
LP000626,Male,Yes,1,Not Graduate,Yes,57432,8139,364.0,180,1.0,Urban,Y
LP000627,Male,No,1,Not Graduate,No,65772,3052,435.0,84,0.0,Urban,N
LP000628,Male,No,1,Not Graduate,Yes,10108,21620,400.0,240,0.0,Semiurban,N
LP000629,Female,Yes,2,Not Graduate,Yes,11533,1777,230.0,120,0.0,Semiurban,N
LP000630,Female,No,0,Not Graduate,No,69363,23317,111.0,240,1.0,Semiurban,Y
LP000631,Male,Yes,0,Not Graduate,No,25407,12629,326.0,240,0.0,Semiurban,N
LP000632,Male,Yes,2,Not Graduate,No,80256,31189,682.0,36,0.0,Urban,Y
LP000633,Male,No,2,Not Graduate,No,73331,2925,545.0,84,1.0,Urban,Y
LP000634,Male,No,3+,Graduate,No,45326,6820,674.0,480,1.0,Urban,Y
LP000635,Male,Yes,2,Graduate,Yes,78470,12499,227.0,84,0.0,Rural,Y
LP000636,Female,Yes,1,Not Graduate,No,27195,584,446.0,240,1.0,Urban,Y
LP000637,Male,Yes,3+,Graduate,No,8476,8548,177.0,300,0.0,Rural,N
LP000638,Female,No,3+,Graduate,No,29136,14788,600.0,12,1.0,Rural,Y
LP000639,Female,No,2,Graduate,No,10587,37964,80.0,240,0.0,Rural,N
LP000640,Female,No,2,Graduate,No,53091,11546,583.0,180,1.0,Semiurban,Y
LP000641,Male,No,3+,Not Graduate,Yes,13306,9942,464.0,480,1.0,Rural,Y
LP000642,Female,Yes,3+,Not Graduate,No,27927,9901,83.0,12,0.0,Urban,N
LP000643,Male,No,3+,Not Graduate,Yes,25460,3681,271.0,300,1.0,Urban,Y
LP000644,Male,No,3+,Not Graduate,No,20005,8728,477.0,120,1.0,Urban,Y
LP000645,Female,No,3+,Graduate,No,71125,9947,618.0,240,1.0,Urban,Y
LP000646,Male,Yes,0,Graduate,Yes,36183,18934,605.0,300,1.0,Urban,Y
LP000647,Female,No,3+,Graduate,No,67654,17271,669.0,240,0.0,Urban,Y
LP000648,Male,Yes,3+,Graduate,No,61605,37606,526.0,480,0.0,Rural,N
LP000649,Male,No,0,Not Graduate,Yes,52446,18946,629.0,12,0.0,Urban,N
LP000650,Female,Yes,1,Not Graduate,Yes,79625,26184,207.0,180,0.0,Rural,Y
LP000651,Female,Yes,1,Not Graduate,No,34142,7790,346.0,12,1.0,Semiurban,Y
LP000652,Male,Yes,1,Graduate,Yes,40730,39495,46.0,84,1.0,Urban,Y
LP000653,Female,Yes,1,Not Graduate,No,34105,38299,327.0,84,0.0,Semiurban,N
LP000654,Female,No,2,Not Graduate,No,27258,9433,648.0,300,1.0,Semiurban,Y
LP000655,Male,No,2,Not Graduate,No,29453,32975,148.0,180,1.0,Semiurban,Y
LP000656,Female,No,3+,Graduate,Yes,61016,2899,256.0,240,1.0,Urban,Y
LP000657,Female,Yes,3+,Not Graduate,Yes,58931,31296,667.0,480,1.0,Rural,Y
LP000658,Male,Yes,1,Not Graduate,No,50237,24535,435.0,240,0.0,Semiurban,N
LP000659,Female,Yes,1,Not Graduate,No,23732,27301,203.0,240,1.0,Urban,N
LP000660,Male,Yes,0,Not Graduate,Yes,45296,38529,223.0,480,0.0,Rural,N
LP000661,Female,No,0,Graduate,No,38555,6747,653.0,36,1.0,Semiurban,Y
LP000662,Male,No,0,Not Graduate,Yes,25171,7804,549.0,180,0.0,Urban,Y
LP000663,Female,Yes,1,Graduate,Yes,1458,1649,618.0,300,0.0,Rural,Y
LP000664,Male,No,0,Not Graduate,Yes,65257,35176,397.0,300,0.0,Rural,N
LP000665,Male,Yes,3+,Not Graduate,Yes,18439,31263,437.0,84,0.0,Urban,N
LP000666,Male,No,1,Not Graduate,Yes,57823,30165,160.0,240,0.0,Semiurban,Y
LP000667,Female,No,2,Not Graduate,No,7932,14466,111.0,360,1.0,Urban,Y
LP000668,Male,Yes,1,Not Graduate,Yes,20212,21980,413.0,300,1.0,Semiurban,Y
LP000669,Male,No,2,Graduate,Yes,26279,7542,296.0,36,1.0,Urban,Y
LP000670,Female,Yes,2,Not Graduate,Yes,29866,34187,141.0,300,0.0,Rural,N
LP000671,Male,No,1,Not Graduate,No,71716,38463,454.0,60,1.0,Rural,Y
LP000672,Male,Yes,0,Not Graduate,Yes,2733,24510,410.0,84,0.0,Rural,N
LP000673,Male,Yes,3+,Graduate,Yes,43382,36941,43.0,60,0.0,Rural,N
LP000674,Male,Yes,1,Graduate,Yes,76497,1735,600.0,300,0.0,Rural,N
LP000675,Female,No,0,Not Graduate,No,22385,37153,352.0,84,0.0,Urban,N
LP000676,Female,No,2,Graduate,No,24031,1148,492.0,12,0.0,Urban,N
LP000677,Female,Yes,2,Not Graduate,No,69604,31343,653.0,360,0.0,Urban,N
LP000678,Male,Yes,2,Graduate,Yes,14019,13546,529.0,360,0.0,Semiurban,N
LP000679,Female,No,2,Not Graduate,Yes,6661,23079,396.0,12,1.0,Semiurban,N
LP000680,Male,Yes,1,Graduate,No,14266,8902,553.0,300,0.0,Rural,N
LP000681,Male,Yes,3+,Graduate,No,36131,25536,19.0,36,0.0,Rural,N
LP000682,Female,No,2,Graduate,Yes,69573,13110,589.0,240,1.0,Rural,Y
LP000683,Male,Yes,0,Graduate,No,57059,11901,146.0,12,1.0,Semiurban,Y
LP000684,Male,Yes,0,Graduate,No,66908,4,139.0,180,1.0,Semiurban,Y
LP000685,Female,Yes,3+,Graduate,No,71432,4919,407.0,480,1.0,Urban,Y
LP000686,Female,No,3+,Graduate,Yes,62027,24693,259.0,480,0.0,Semiurban,N
LP000687,Male,No,3+,Graduate,No,21386,19175,643.0,300,1.0,Rural,N
LP000688,Male,Yes,2,Not Graduate,No,14582,29332,374.0,180,1.0,Urban,Y
LP000689,Male,Yes,1,Not Graduate,No,60045,30009,429.0,360,0.0,Semiurban,N
LP000690,Male,No,2,Not Graduate,Yes,28164,13512,432.0,12,1.0,Urban,Y
LP000691,Female,Yes,2,Not Graduate,Yes,70669,16220,170.0,360,1.0,Semiurban,Y
LP000692,Female,Yes,0,Not Graduate,No,76075,9758,103.0,60,0.0,Semiurban,N
LP000693,Male,Yes,1,Not Graduate,No,17854,23276,170.0,36,0.0,Semiurban,N
LP000694,Female,No,1,Graduate,No,46118,6573,369.0,300,1.0,Rural,Y
LP000695,Male,No,0,Graduate,No,18900,5829,237.0,480,0.0,Semiurban,Y
LP000696,Female,No,0,Graduate,No,61284,3372,124.0,120,0.0,Rural,N
LP000697,Female,Yes,0,Not Graduate,Yes,68221,21923,229.0,12,0.0,Urban,N
LP000698,Male,Yes,3+,Graduate,No,51677,27905,471.0,12,1.0,Semiurban,Y
LP000699,Female,No,1,Graduate,No,78092,27284,689.0,36,1.0,Rural,Y
LP000700,Male,Yes,0,Graduate,Yes,13603,25761,323.0,240,0.0,Rural,N
LP000701,Female,No,0,Graduate,Yes,59156,27922,338.0,36,0.0,Urban,Y
LP000702,Female,Yes,0,Not Graduate,No,29715,37280,665.0,360,0.0,Urban,N
LP000703,Male,No,2,Graduate,Yes,68486,29541,294.0,180,1.0,Urban,Y
LP000704,Female,No,1,Graduate,Yes,1430,3066,190.0,84,1.0,Semiurban,Y
LP000705,Female,No,1,Not Graduate,No,63813,25191,464.0,84,1.0,Semiurban,Y
LP000706,Male,Yes,3+,Not Graduate,No,29984,3120,283.0,60,1.0,Urban,Y
LP000707,Female,Yes,2,Not Graduate,Yes,61708,17410,45.0,360,1.0,Semiurban,Y
LP000708,Female,No,1,Graduate,No,57108,29605,451.0,36,1.0,Rural,Y
LP000709,Male,Yes,3+,Graduate,No,77560,3070,44.0,360,0.0,Rural,N
LP000710,Male,No,3+,Graduate,Yes,18135,25337,76.0,60,1.0,Semiurban,Y
LP000711,Female,No,0,Not Graduate,No,2456,27206,418.0,84,1.0,Semiurban,N
LP000712,Female,No,3+,Graduate,Yes,7972,38437,368.0,360,1.0,Rural,N
LP000713,Male,No,3+,Not Graduate,Yes,28553,10197,129.0,60,0.0,Rural,N
LP000714,Male,Yes,2,Not Graduate,Yes,58709,37590,675.0,180,0.0,Semiurban,N
LP000715,Female,No,0,Not Graduate,Yes,1092,25009,564.0,120,0.0,Semiurban,N
LP000716,Female,Yes,0,Graduate,Yes,36849,11108,490.0,180,0.0,Urban,N
LP000717,Male,No,0,Not Graduate,No,26931,31665,297.0,120,0.0,Urban,N
LP000718,Female,No,3+,Not Graduate,Yes,36667,12154,98.0,60,0.0,Semiurban,N
LP000719,Female,No,0,Graduate,No,70426,29481,220.0,36,0.0,Rural,N
LP000720,Male,No,1,Not Graduate,No,16523,31465,583.0,480,0.0,Semiurban,N
LP000721,Female,No,2,Not Graduate,Yes,48801,29107,80.0,360,1.0,Rural,Y
LP000722,Female,No,2,Graduate,No,12569,31405,298.0,84,1.0,Semiurban,Y
LP000723,Male,No,3+,Graduate,Yes,51345,9725,375.0,480,1.0,Semiurban,Y
LP000724,Female,Yes,0,Not Graduate,Yes,70958,22567,35.0,180,1.0,Rural,Y
LP000725,Female,Yes,2,Not Graduate,No,80303,21992,428.0,360,0.0,Rural,N
LP000726,Male,Yes,3+,Graduate,Yes,74444,13560,370.0,120,1.0,Semiurban,Y
LP000727,Male,Yes,3+,Not Graduate,No,80789,27732,573.0,240,1.0,Rural,Y
LP000728,Male,Yes,2,Not Graduate,No,55059,15015,463.0,120,1.0,Rural,Y
LP000729,Female,No,0,Not Graduate,No,47299,22931,620.0,360,1.0,Semiurban,Y
LP000730,Female,No,0,Not Graduate,Yes,13123,25628,480.0,36,1.0,Urban,Y
LP000731,Female,Yes,1,Graduate,No,44480,2084,599.0,60,0.0,Urban,N
LP000732,Female,No,1,Not Graduate,Yes,34897,11795,377.0,120,1.0,Rural,Y
LP000733,Male,No,0,Not Graduate,No,22698,1681,334.0,36,0.0,Semiurban,Y
LP000734,Male,No,1,Graduate,No,20372,26883,418.0,180,0.0,Rural,N
LP000735,Male,Yes,1,Not Graduate,Yes,13626,3722,610.0,480,0.0,Semiurban,N
LP000736,Female,Yes,2,Not Graduate,No,68001,27902,511.0,60,1.0,Urban,Y
LP000737,Male,Yes,0,Not Graduate,No,4906,2036,33.0,120,0.0,Urban,N
LP000738,Female,No,2,Not Graduate,No,39714,3157,169.0,120,1.0,Urban,Y
LP000739,Female,Yes,2,Graduate,Yes,80000,32307,203.0,480,1.0,Rural,Y
LP000740,Female,No,3+,Graduate,Yes,44554,11917,429.0,300,1.0,Urban,Y
LP000741,Male,No,0,Not Graduate,No,65718,27257,686.0,360,0.0,Urban,N
LP000742,Female,No,2,Graduate,No,53633,7555,21.0,84,1.0,Rural,Y
LP000743,Female,No,1,Graduate,Yes,14683,23951,415.0,480,1.0,Semiurban,Y
LP000744,Male,No,3+,Graduate,Yes,56192,31382,363.0,12,0.0,Urban,Y
LP000745,Male,Yes,1,Not Graduate,Yes,74209,38220,254.0,120,0.0,Semiurban,N
LP000746,Female,Yes,3+,Not Graduate,No,69901,15350,96.0,84,1.0,Semiurban,Y
LP000747,Female,Yes,1,Graduate,No,16691,13971,447.0,120,0.0,Rural,N
LP000748,Female,No,1,Graduate,Yes,60602,26622,429.0,360,0.0,Semiurban,N
LP000749,Male,Yes,1,Graduate,Yes,21479,29844,660.0,300,0.0,Semiurban,Y
LP000750,Male,Yes,2,Graduate,No,53084,19213,264.0,300,1.0,Rural,Y
LP000751,Male,No,0,Graduate,No,53123,227,284.0,300,0.0,Semiurban,N
LP000752,Male,Yes,3+,Graduate,Yes,19222,16388,666.0,12,1.0,Urban,Y
LP000753,Male,No,2,Graduate,Yes,25418,12444,15.0,240,1.0,Rural,Y
LP000754,Female,No,3+,Not Graduate,No,28609,11521,508.0,84,1.0,Rural,Y
LP000755,Female,No,2,Not Graduate,Yes,44032,35845,254.0,180,1.0,Rural,Y
LP000756,Female,No,3+,Not Graduate,No,64905,31947,354.0,84,1.0,Urban,Y
LP000757,Female,Yes,3+,Not Graduate,No,7996,26901,212.0,120,0.0,Semiurban,N
LP000758,Male,Yes,1,Graduate,No,38303,3971,490.0,120,1.0,Semiurban,Y
LP000759,Male,No,3+,Not Graduate,Yes,51458,1004,488.0,12,1.0,Semiurban,Y
LP000760,Female,Yes,3+,Graduate,No,5604,8002,102.0,180,1.0,Urban,Y
LP000761,Female,Yes,1,Not Graduate,Yes,35045,36428,318.0,480,0.0,Semiurban,Y
LP000762,Male,No,2,Not Graduate,Yes,29828,25570,528.0,300,1.0,Semiurban,Y
LP000763,Female,No,2,Graduate,No,54902,39257,438.0,120,0.0,Urban,N
LP000764,Female,No,0,Graduate,Yes,56333,15475,178.0,480,0.0,Urban,N
LP000765,Male,Yes,0,Not Graduate,No,7912,4708,127.0,180,0.0,Semiurban,N
LP000766,Female,Yes,0,Not Graduate,Yes,20731,6087,648.0,120,1.0,Urban,Y
LP000767,Male,No,0,Not Graduate,No,4576,23201,71.0,12,1.0,Urban,Y
LP000768,Female,No,3+,Not Graduate,No,67160,22840,125.0,120,1.0,Urban,Y
LP000769,Female,No,3+,Not Graduate,No,13201,18309,117.0,36,0.0,Rural,N
LP000770,Female,Yes,0,Graduate,No,6139,5702,501.0,84,1.0,Rural,Y
LP000771,Male,No,1,Graduate,No,62013,24748,608.0,36,1.0,Semiurban,Y
LP000772,Male,Yes,0,Graduate,Yes,9390,9318,425.0,300,0.0,Semiurban,N
LP000773,Male,No,2,Graduate,Yes,64206,227,333.0,240,1.0,Urban,Y
LP000774,Male,Yes,3+,Graduate,No,49717,23684,248.0,360,0.0,Semiurban,N
LP000775,Male,Yes,1,Graduate,Yes,38425,36411,524.0,84,1.0,Rural,Y
LP000776,Male,No,2,Not Graduate,Yes,5932,26562,626.0,120,1.0,Semiurban,N
LP000777,Female,Yes,1,Graduate,No,46821,3728,627.0,360,0.0,Semiurban,N
LP000778,Female,Yes,1,Not Graduate,No,25387,9426,260.0,360,0.0,Rural,N
LP000779,Female,Yes,0,Not Graduate,No,12796,37996,194.0,36,1.0,Rural,Y
LP000780,Female,No,2,Not Graduate,No,72979,11958,421.0,12,1.0,Urban,Y
LP000781,Male,Yes,0,Not Graduate,No,49590,20099,512.0,60,1.0,Urban,Y
LP000782,Female,Yes,2,Not Graduate,Yes,14482,4521,541.0,480,0.0,Urban,N
LP000783,Male,Yes,3+,Not Graduate,Yes,31309,31661,162.0,12,1.0,Semiurban,Y
LP000784,Female,No,2,Not Graduate,Yes,58068,18505,232.0,180,1.0,Semiurban,Y
LP000785,Female,No,3+,Not Graduate,No,33634,23647,606.0,300,0.0,Semiurban,Y
LP000786,Male,No,3+,Graduate,Yes,71009,29042,561.0,84,1.0,Rural,Y
LP000787,Male,Yes,0,Graduate,No,28748,22928,426.0,84,1.0,Semiurban,N
LP000788,Female,No,3+,Not Graduate,No,51695,12927,493.0,480,1.0,Rural,Y
LP000789,Male,No,0,Not Graduate,No,11404,30207,692.0,12,0.0,Semiurban,Y
LP000790,Male,No,1,Graduate,No,50314,15864,680.0,360,1.0,Semiurban,Y
LP000791,Female,No,1,Not Graduate,Yes,31702,29702,168.0,480,0.0,Rural,Y
LP000792,Male,Yes,1,Graduate,No,35278,37600,59.0,300,1.0,Rural,Y
LP000793,Male,No,2,Not Graduate,Yes,67632,31155,638.0,60,0.0,Rural,N
LP000794,Male,No,3+,Not Graduate,No,3662,13427,288.0,60,0.0,Urban,N
LP000795,Female,No,0,Not Graduate,Yes,73804,3174,180.0,480,0.0,Urban,Y
LP000796,Male,No,1,Not Graduate,Yes,67037,25313,340.0,84,0.0,Semiurban,Y
LP000797,Male,Yes,0,Not Graduate,No,48528,12852,604.0,84,0.0,Semiurban,N
LP000798,Male,Yes,1,Graduate,Yes,19609,17410,301.0,36,0.0,Semiurban,N
LP000799,Female,No,3+,Not Graduate,Yes,20438,21023,74.0,84,1.0,Urban,Y
LP000800,Female,Yes,1,Not Graduate,No,10689,33871,278.0,36,0.0,Semiurban,N
LP000801,Female,Yes,0,Graduate,Yes,10995,19067,352.0,240,1.0,Rural,Y
LP000802,Male,No,1,Not Graduate,Yes,47020,4944,279.0,120,1.0,Rural,Y
LP000803,Female,Yes,0,Graduate,Yes,76852,6964,69.0,240,0.0,Urban,N
LP000804,Male,No,1,Graduate,No,13617,8587,697.0,180,1.0,Rural,Y
LP000805,Female,Yes,0,Graduate,No,46586,11131,637.0,36,1.0,Rural,N
LP000806,Female,No,1,Not Graduate,Yes,22181,11523,144.0,36,1.0,Semiurban,Y
LP000807,Male,Yes,3+,Graduate,Yes,60190,30007,267.0,12,0.0,Rural,Y
LP000808,Male,Yes,1,Not Graduate,Yes,47093,23761,264.0,12,1.0,Rural,Y
LP000809,Male,No,2,Not Graduate,Yes,68965,31028,339.0,120,1.0,Urban,Y
LP000810,Male,Yes,0,Not Graduate,No,23266,34632,401.0,120,1.0,Rural,N
LP000811,Male,No,1,Graduate,Yes,53318,10466,552.0,240,0.0,Rural,N
LP000812,Male,Yes,2,Graduate,Yes,13168,20828,262.0,12,0.0,Semiurban,N
LP000813,Male,No,0,Not Graduate,Yes,15890,26736,275.0,120,1.0,Semiurban,Y
LP000814,Female,Yes,1,Not Graduate,No,20470,26899,15.0,36,1.0,Semiurban,Y
LP000815,Female,Yes,1,Graduate,Yes,33962,3433,447.0,480,0.0,Urban,N
LP000816,Female,Yes,3+,Not Graduate,Yes,80168,29397,559.0,12,1.0,Semiurban,Y
LP000817,Male,Yes,1,Graduate,No,3589,18453,12.0,240,1.0,Rural,Y
LP000818,Female,Yes,0,Not Graduate,Yes,16846,12672,550.0,60,0.0,Urban,N
LP000819,Male,No,2,Graduate,Yes,16098,5140,686.0,360,1.0,Rural,Y
LP000820,Female,No,1,Graduate,Yes,67576,13999,315.0,120,1.0,Rural,N
LP000821,Female,No,2,Graduate,No,79445,13778,470.0,120,1.0,Semiurban,N
LP000822,Male,No,0,Graduate,No,61112,17863,556.0,120,0.0,Urban,N
LP000823,Female,Yes,0,Not Graduate,Yes,12342,15108,359.0,360,0.0,Urban,N
LP000824,Female,No,1,Graduate,Yes,23512,15350,507.0,480,0.0,Semiurban,N
LP000825,Female,No,3+,Not Graduate,No,25221,27511,219.0,12,0.0,Urban,N
LP000826,Female,Yes,1,Graduate,No,54141,34471,121.0,120,1.0,Rural,Y
LP000827,Female,No,3+,Graduate,Yes,54097,37084,125.0,480,0.0,Urban,N
LP000828,Male,Yes,1,Not Graduate,Yes,67714,37454,324.0,180,0.0,Rural,N
LP000829,Male,No,2,Graduate,Yes,26818,37676,571.0,360,0.0,Urban,N
LP000830,Female,Yes,3+,Not Graduate,No,3057,3230,441.0,60,1.0,Urban,Y
LP000831,Male,Yes,3+,Not Graduate,No,68829,24718,23.0,12,1.0,Semiurban,Y
LP000832,Male,Yes,2,Graduate,No,74605,34617,209.0,300,0.0,Semiurban,N
LP000833,Female,No,1,Not Graduate,No,7724,4020,355.0,360,1.0,Urban,Y
LP000834,Male,Yes,0,Not Graduate,No,9456,16834,132.0,180,0.0,Rural,Y
LP000835,Male,No,0,Graduate,Yes,67363,1259,164.0,120,1.0,Semiurban,Y
LP000836,Male,Yes,1,Not Graduate,Yes,34961,9195,417.0,300,0.0,Semiurban,N
LP000837,Female,Yes,2,Not Graduate,Yes,7831,4777,216.0,180,1.0,Semiurban,N
LP000838,Female,Yes,0,Graduate,No,31864,29989,474.0,180,0.0,Urban,N
LP000839,Female,Yes,2,Not Graduate,Yes,68800,27927,172.0,360,1.0,Rural,Y
LP000840,Female,Yes,1,Graduate,No,46571,18380,285.0,360,1.0,Rural,Y
LP000841,Female,Yes,2,Not Graduate,No,5003,28250,402.0,12,0.0,Urban,N
LP000842,Female,No,2,Graduate,Yes,27612,37656,58.0,36,0.0,Rural,N
LP000843,Female,Yes,2,Not Graduate,Yes,62315,23520,610.0,12,1.0,Semiurban,Y
LP000844,Male,Yes,0,Not Graduate,Yes,6749,11224,152.0,36,1.0,Rural,Y
LP000845,Female,No,2,Graduate,Yes,29596,17878,174.0,60,0.0,Semiurban,Y
LP000846,Male,No,3+,Not Graduate,Yes,2491,25648,75.0,36,0.0,Semiurban,N
LP000847,Female,Yes,2,Graduate,No,55621,12304,28.0,180,1.0,Urban,N
LP000848,Female,Yes,2,Not Graduate,No,45162,1578,631.0,84,1.0,Semiurban,Y
LP000849,Female,Yes,1,Graduate,No,61075,26315,77.0,120,0.0,Rural,N
LP000850,Female,Yes,2,Graduate,Yes,27367,13004,462.0,480,0.0,Rural,N
LP000851,Male,No,2,Not Graduate,Yes,7558,23377,33.0,360,1.0,Rural,N
LP000852,Female,No,0,Graduate,Yes,35991,27541,318.0,36,1.0,Rural,Y
LP000853,Male,No,3+,Graduate,Yes,21904,31806,20.0,60,1.0,Rural,Y
LP000854,Male,No,1,Not Graduate,No,38463,17943,585.0,480,0.0,Semiurban,N
LP000855,Male,No,3+,Not Graduate,Yes,66601,7888,242.0,12,1.0,Urban,Y
LP000856,Female,Yes,2,Graduate,Yes,38432,4575,141.0,36,0.0,Urban,N
LP000857,Female,No,0,Graduate,Yes,47962,3856,599.0,12,1.0,Rural,Y
LP000858,Male,Yes,3+,Graduate,Yes,57452,26287,652.0,360,1.0,Semiurban,Y
LP000859,Female,No,3+,Not Graduate,Yes,70589,4139,283.0,60,0.0,Urban,Y
LP000860,Female,No,3+,Graduate,No,45753,24216,621.0,60,0.0,Rural,N
LP000861,Female,Yes,3+,Graduate,Yes,51964,36295,160.0,240,0.0,Semiurban,N
LP000862,Male,Yes,3+,Graduate,Yes,39159,13162,460.0,12,1.0,Urban,Y
LP000863,Male,Yes,0,Not Graduate,Yes,34890,5819,224.0,360,1.0,Semiurban,Y
LP000864,Male,Yes,2,Graduate,No,35092,36636,667.0,240,0.0,Rural,N
LP000865,Male,Yes,0,Graduate,Yes,50629,29707,318.0,360,1.0,Semiurban,Y
LP000866,Male,Yes,0,Not Graduate,No,21424,15230,241.0,300,0.0,Urban,N
LP000867,Female,No,0,Graduate,No,28611,28220,501.0,120,1.0,Urban,Y
LP000868,Male,No,0,Not Graduate,Yes,62992,26736,157.0,60,1.0,Semiurban,N
LP000869,Male,No,2,Graduate,Yes,9181,22123,345.0,360,0.0,Urban,N
LP000870,Male,No,2,Not Graduate,Yes,44946,9693,464.0,120,0.0,Semiurban,N
LP000871,Male,No,0,Not Graduate,Yes,56028,33582,487.0,360,0.0,Semiurban,N
LP000872,Female,No,3+,Graduate,No,17081,7584,515.0,60,1.0,Rural,N
LP000873,Female,No,2,Graduate,No,45272,13378,283.0,180,1.0,Rural,Y
LP000874,Male,No,2,Not Graduate,No,77544,14655,189.0,36,1.0,Semiurban,Y
LP000875,Female,Yes,0,Not Graduate,No,62271,11517,442.0,60,1.0,Urban,Y
LP000876,Male,No,3+,Graduate,Yes,63088,1323,159.0,36,0.0,Rural,N
LP000877,Male,No,3+,Graduate,Yes,60120,24580,479.0,36,0.0,Urban,N
LP000878,Male,Yes,0,Not Graduate,No,38470,28093,212.0,120,1.0,Semiurban,N
LP000879,Female,Yes,0,Graduate,No,69562,9450,600.0,480,0.0,Urban,Y
LP000880,Female,No,2,Graduate,No,58819,2034,472.0,84,1.0,Urban,Y
LP000881,Male,Yes,2,Graduate,No,36709,22974,335.0,84,0.0,Semiurban,Y
LP000882,Male,Yes,1,Graduate,Yes,724,5966,157.0,300,0.0,Rural,N
LP000883,Male,Yes,1,Not Graduate,No,1251,30717,285.0,180,1.0,Rural,Y
LP000884,Female,Yes,0,Graduate,No,17909,1705,43.0,480,1.0,Urban,Y
LP000885,Male,No,1,Graduate,No,38152,28517,224.0,36,0.0,Semiurban,N
LP000886,Male,Yes,3+,Not Graduate,No,79502,3758,9.0,12,1.0,Semiurban,Y
LP000887,Female,No,3+,Not Graduate,Yes,72560,19227,476.0,120,0.0,Rural,N
LP000888,Male,Yes,3+,Graduate,No,48431,34964,612.0,240,1.0,Semiurban,Y
LP000889,Female,Yes,2,Graduate,No,14469,32027,474.0,120,0.0,Semiurban,Y
LP000890,Male,Yes,1,Not Graduate,No,38763,2133,459.0,84,1.0,Urban,N
LP000891,Female,Yes,1,Graduate,No,36649,2578,611.0,120,0.0,Urban,N
LP000892,Male,Yes,0,Not Graduate,No,24059,33581,78.0,480,1.0,Rural,Y
LP000893,Male,Yes,2,Graduate,Yes,20931,6551,652.0,300,0.0,Rural,N
LP000894,Female,Yes,2,Graduate,No,55092,34395,265.0,120,0.0,Urban,N
LP000895,Male,Yes,2,Graduate,No,43464,36360,100.0,360,1.0,Semiurban,Y
LP000896,Female,Yes,3+,Graduate,No,3900,2580,602.0,480,0.0,Semiurban,N
LP000897,Male,No,2,Graduate,No,52436,3932,380.0,240,1.0,Urban,Y
LP000898,Female,No,1,Graduate,Yes,78810,8487,107.0,36,1.0,Urban,Y
LP000899,Male,No,0,Not Graduate,Yes,17420,7113,518.0,360,0.0,Urban,N
LP000900,Female,Yes,1,Graduate,Yes,12149,36019,573.0,36,1.0,Urban,Y
LP000901,Female,Yes,2,Graduate,No,61278,17538,600.0,180,1.0,Semiurban,Y
LP000902,Male,Yes,0,Graduate,Yes,31256,28556,515.0,300,1.0,Semiurban,Y
LP000903,Male,No,3+,Graduate,No,23135,37895,351.0,36,1.0,Rural,Y
LP000904,Female,Yes,0,Not Graduate,Yes,5677,887,254.0,180,1.0,Urban,Y
LP000905,Female,No,2,Not Graduate,Yes,55198,19656,480.0,120,0.0,Rural,N
LP000906,Female,No,2,Graduate,Yes,19991,18816,287.0,240,1.0,Semiurban,Y
LP000907,Male,Yes,0,Graduate,Yes,24091,36365,518.0,480,1.0,Rural,Y
LP000908,Female,No,2,Not Graduate,No,36216,24395,439.0,120,0.0,Semiurban,N
LP000909,Female,Yes,2,Graduate,Yes,77276,5525,450.0,60,1.0,Semiurban,N
LP000910,Female,No,2,Graduate,Yes,56804,30718,269.0,180,1.0,Rural,Y
LP000911,Male,Yes,2,Not Graduate,No,45482,21002,263.0,240,0.0,Rural,Y
LP000912,Male,Yes,0,Not Graduate,Yes,47097,25410,469.0,12,0.0,Urban,N
LP000913,Male,Yes,0,Graduate,Yes,54578,3480,603.0,300,0.0,Semiurban,N
LP000914,Female,Yes,1,Graduate,Yes,50828,20990,273.0,300,1.0,Urban,Y
LP000915,Female,Yes,3+,Not Graduate,No,47450,31577,523.0,84,1.0,Urban,N
