Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
23,female,2,free,rich,rich,11986,67,car,bad
71,female,0,own,rich,moderate,12990,69,radio/TV,good
43,female,0,own,little,little,8041,34,car,good
38,female,2,free,moderate,little,735,36,radio/TV,good
41,female,2,rent,moderate,moderate,12530,20,domestic appliances,bad
32,female,2,free,quite rich,little,4923,60,car,good
44,male,3,rent,moderate,moderate,587,38,domestic appliances,good
49,female,2,rent,moderate,little,15342,57,business,good
29,female,3,free,little,rich,2253,25,car,bad
22,female,1,own,moderate,moderate,1721,43,car,bad
24,female,1,rent,moderate,rich,18676,8,business,bad
39,female,0,own,moderate,rich,11870,59,radio/TV,good
44,female,0,free,rich,little,18153,71,business,bad
32,female,3,rent,rich,moderate,6739,23,education,bad
56,female,0,own,little,rich,8106,12,car,good
62,female,1,rent,quite rich,rich,9615,40,education,good
74,male,3,rent,little,moderate,1855,65,business,good
52,male,3,free,quite rich,little,5914,29,domestic appliances,good
43,male,2,own,quite rich,rich,5629,44,business,bad
40,female,3,own,moderate,little,11835,17,furniture/equipment,good
30,male,0,rent,moderate,moderate,2374,58,education,good
43,male,1,own,little,little,13671,69,furniture/equipment,bad
20,male,0,rent,little,moderate,5241,9,education,bad
46,male,1,free,little,little,7044,10,domestic appliances,good
19,female,2,free,rich,little,18080,21,furniture/equipment,bad
45,male,1,own,rich,rich,3556,32,furniture/equipment,good
40,male,2,free,rich,little,19006,9,education,good
53,female,0,free,rich,rich,16784,53,business,bad
66,male,2,own,rich,moderate,16155,13,radio/TV,bad
23,female,3,rent,moderate,moderate,18293,51,business,bad
28,male,3,free,quite rich,rich,9320,49,radio/TV,good
55,male,1,own,rich,little,7449,57,education,good
71,male,0,own,little,moderate,18953,39,car,bad
51,female,0,own,quite rich,moderate,19517,67,business,good
34,male,1,free,rich,moderate,14383,26,furniture/equipment,bad
20,male,3,free,rich,rich,18149,29,business,bad
61,female,2,rent,moderate,moderate,11829,49,education,bad
63,male,1,rent,moderate,moderate,17223,46,car,good
51,male,2,rent,moderate,moderate,837,34,car,bad
39,male,2,rent,rich,moderate,19253,11,business,good
46,male,0,rent,moderate,rich,6473,61,business,good
71,male,3,rent,rich,rich,14447,19,domestic appliances,bad
46,female,2,own,quite rich,little,9637,55,business,bad
22,female,3,rent,quite rich,moderate,4603,57,education,good
27,female,0,free,rich,rich,15089,6,radio/TV,bad
27,male,1,rent,little,little,2855,17,domestic appliances,bad
70,male,1,free,rich,little,2788,29,radio/TV,good
26,male,0,rent,quite rich,moderate,14146,42,furniture/equipment,good
38,male,0,own,quite rich,little,9007,8,education,good
30,male,2,own,rich,rich,16448,32,domestic appliances,good
27,female,0,free,rich,little,2006,58,car,good
55,female,1,rent,rich,little,1610,22,domestic appliances,good
28,female,3,own,quite rich,rich,19007,20,furniture/equipment,good
21,male,3,own,little,little,1445,44,car,good
63,female,3,rent,rich,little,18765,9,domestic appliances,bad
48,female,3,free,quite rich,little,8259,22,car,good
66,female,0,free,rich,little,14042,16,business,bad
69,female,0,free,quite rich,moderate,16027,17,car,bad
51,male,3,own,rich,moderate,19001,37,domestic appliances,good
59,male,0,rent,quite rich,rich,19977,32,car,bad
52,female,2,own,rich,little,15275,49,education,good
56,female,0,own,moderate,rich,19731,48,business,good
56,female,2,own,rich,moderate,1583,54,business,good
50,female,2,own,quite rich,little,13086,48,furniture/equipment,bad
25,female,0,rent,rich,little,3586,8,business,good
49,female,3,own,little,moderate,8407,34,radio/TV,good
72,female,2,own,rich,little,19718,40,education,good
50,female,0,free,rich,little,3637,53,furniture/equipment,good
25,female,1,own,rich,moderate,4963,44,radio/TV,good
63,male,3,rent,little,rich,5351,29,car,bad
31,female,1,own,little,rich,2681,25,radio/TV,good
51,male,2,rent,little,little,1266,20,furniture/equipment,good
25,male,1,rent,moderate,moderate,17275,23,business,good
68,female,0,rent,little,rich,8757,65,education,good
59,female,3,free,moderate,rich,690,46,furniture/equipment,good
24,male,2,free,rich,little,17772,16,radio/TV,bad
30,male,0,own,moderate,rich,14884,61,radio/TV,good
71,female,3,own,rich,moderate,5493,23,furniture/equipment,good
38,male,2,own,moderate,rich,2553,17,domestic appliances,good
64,female,2,rent,little,moderate,15236,21,domestic appliances,good
49,female,2,rent,little,moderate,12584,32,furniture/equipment,good
28,male,2,rent,moderate,little,14290,22,domestic appliances,good
31,female,1,own,moderate,rich,6200,36,furniture/equipment,good
28,male,1,own,little,little,7296,40,business,good
19,female,1,own,rich,rich,6856,32,furniture/equipment,bad
51,female,2,own,rich,little,3671,37,car,good
61,male,1,free,rich,little,13684,22,education,bad
64,male,3,free,rich,little,18712,16,education,bad
34,female,2,free,quite rich,rich,6353,6,car,good
31,female,3,own,rich,little,2450,54,radio/TV,bad
42,male,3,free,quite rich,moderate,8477,46,radio/TV,good
65,female,1,free,quite rich,rich,9259,25,radio/TV,good
44,male,2,own,little,moderate,14471,42,radio/TV,bad
25,male,1,free,little,little,14358,21,business,bad
73,male,1,own,moderate,little,2196,44,car,good
34,female,1,own,rich,moderate,4206,50,education,good
22,male,2,own,rich,little,12793,69,car,good
29,female,2,rent,little,rich,18859,52,education,good
55,male,1,own,little,moderate,7965,28,radio/TV,good
35,female,3,free,little,rich,3575,37,business,good
43,female,3,free,moderate,rich,8949,54,furniture/equipment,good
48,male,2,own,rich,rich,3995,24,furniture/equipment,good
54,male,0,rent,moderate,little,12558,44,domestic appliances,bad
23,male,1,rent,quite rich,little,12319,65,radio/TV,good
58,female,1,rent,quite rich,moderate,13739,16,radio/TV,good
32,female,0,free,rich,moderate,18039,54,car,good
59,female,2,rent,little,rich,13598,20,business,bad
66,male,3,rent,little,little,18670,66,business,good
43,male,2,own,moderate,little,2927,48,car,good
68,male,3,rent,quite rich,little,1994,20,business,good
29,male,3,rent,quite rich,moderate,11425,10,business,bad
58,male,2,rent,rich,little,10800,34,furniture/equipment,good
64,female,1,own,quite rich,rich,9673,67,business,good
31,male,1,own,little,rich,1427,65,radio/TV,good
18,female,1,rent,little,rich,1011,27,furniture/equipment,good
34,male,3,free,little,little,5028,18,radio/TV,good
50,male,1,free,rich,rich,6708,55,radio/TV,good
72,male,3,own,moderate,rich,9985,52,car,bad
46,male,1,rent,quite rich,moderate,18567,34,domestic appliances,good
70,male,2,free,rich,moderate,7429,22,business,good
71,female,0,rent,moderate,little,15099,25,business,bad
62,male,3,own,rich,little,4694,11,business,good
48,female,2,free,quite rich,little,3214,27,business,good
25,female,3,own,little,little,9472,14,furniture/equipment,bad
47,female,3,rent,moderate,little,13061,37,education,good
30,female,2,own,moderate,moderate,10317,38,radio/TV,bad
33,male,1,own,rich,moderate,7474,54,domestic appliances,bad
19,male,3,own,rich,moderate,10722,35,domestic appliances,bad
62,male,0,own,little,rich,15376,21,education,good
35,male,0,free,rich,rich,3351,70,education,bad
52,male,2,rent,quite rich,moderate,4147,19,education,good
62,female,0,free,quite rich,moderate,3928,61,furniture/equipment,good
36,male,2,rent,quite rich,little,2093,42,education,bad
30,male,2,rent,quite rich,moderate,18572,54,furniture/equipment,bad
68,female,3,rent,little,little,16208,55,car,bad
21,male,2,rent,little,moderate,7333,41,car,bad
36,male,2,rent,little,little,1716,57,domestic appliances,good
67,female,1,free,rich,moderate,17369,28,car,bad
42,male,3,rent,little,little,589,71,furniture/equipment,bad
55,female,0,own,moderate,rich,12029,50,furniture/equipment,bad
68,female,1,free,moderate,rich,18010,33,radio/TV,bad
74,male,1,free,moderate,little,17338,25,education,good
48,female,3,rent,rich,little,3974,54,business,good
53,male,3,own,rich,rich,8439,62,business,bad
21,male,1,own,little,moderate,10584,64,education,bad
73,male,3,rent,quite rich,little,802,31,business,good
56,female,3,rent,moderate,moderate,3741,24,business,bad
24,female,2,own,rich,rich,1039,18,business,good
72,female,3,free,moderate,rich,1423,67,domestic appliances,good
33,female,2,free,little,little,802,19,furniture/equipment,bad
65,female,1,rent,rich,moderate,4461,16,furniture/equipment,good
22,female,1,free,quite rich,rich,9073,17,furniture/equipment,good
64,female,0,free,quite rich,moderate,16903,40,education,good
40,female,3,own,rich,rich,1110,44,car,good
53,female,1,free,quite rich,little,540,37,domestic appliances,good
49,female,2,own,little,moderate,9899,19,domestic appliances,good
41,female,1,rent,quite rich,moderate,14594,70,business,good
42,male,3,rent,moderate,little,6120,32,radio/TV,good
62,female,0,own,moderate,little,879,65,furniture/equipment,bad
45,male,0,own,moderate,little,7257,48,domestic appliances,good
36,male,1,rent,rich,little,16436,70,domestic appliances,good
24,male,0,own,rich,rich,6193,60,radio/TV,bad
61,male,3,rent,rich,moderate,17108,40,business,good
58,female,3,rent,rich,rich,4330,37,domestic appliances,good
34,male,0,rent,rich,little,13222,24,domestic appliances,bad
19,male,2,rent,little,rich,2010,44,car,good
33,male,0,rent,rich,rich,11524,25,radio/TV,bad
56,female,0,rent,quite rich,moderate,4958,33,business,good
35,male,1,free,little,moderate,12416,8,business,good
56,male,2,free,rich,moderate,3648,37,furniture/equipment,good
18,female,0,rent,quite rich,little,15180,63,car,bad
20,female,1,free,little,little,10765,59,business,good
38,female,1,own,moderate,moderate,14955,47,car,bad
47,female,1,own,little,rich,3811,20,furniture/equipment,good
28,female,3,rent,rich,moderate,10857,67,radio/TV,bad
39,female,1,free,little,little,13268,36,domestic appliances,good
64,female,1,own,little,rich,10066,66,domestic appliances,good
74,female,3,own,moderate,little,18142,31,education,bad
42,female,3,own,little,moderate,7081,62,education,good
20,male,1,own,little,moderate,8445,25,education,bad
47,female,0,free,moderate,rich,3697,71,domestic appliances,good
41,male,2,own,rich,moderate,13930,26,car,good
62,male,3,own,quite rich,little,5834,65,education,bad
53,female,2,own,little,little,4041,68,radio/TV,bad
40,female,3,rent,moderate,little,9602,56,business,bad
71,female,1,own,little,rich,17467,44,car,bad
25,female,3,own,rich,little,14948,16,domestic appliances,good
71,male,1,free,rich,moderate,10440,62,radio/TV,bad
21,male,2,own,moderate,rich,5585,8,domestic appliances,good
67,female,0,own,quite rich,little,6510,42,car,good
56,male,1,own,quite rich,little,15855,30,car,good
60,female,2,rent,little,moderate,18809,26,car,bad
48,male,2,free,moderate,moderate,9823,47,furniture/equipment,good
46,male,3,free,quite rich,rich,3038,6,business,good
53,female,1,rent,rich,little,11263,28,education,good
30,female,2,rent,quite rich,little,12619,29,furniture/equipment,good
58,male,0,free,moderate,moderate,6971,52,business,bad
26,female,3,own,rich,rich,7562,12,domestic appliances,bad
72,male,3,free,little,moderate,15162,43,education,good
38,female,2,rent,rich,moderate,4866,52,furniture/equipment,good
68,female,1,own,quite rich,rich,1245,40,furniture/equipment,good
20,female,3,free,quite rich,little,606,67,radio/TV,bad
42,female,1,own,quite rich,little,1943,8,furniture/equipment,good
42,female,2,own,little,little,2840,25,car,good
29,female,2,rent,quite rich,rich,9784,49,domestic appliances,good
46,female,1,free,moderate,rich,8171,37,furniture/equipment,good
28,male,0,rent,little,rich,1941,31,car,good
69,female,3,free,rich,rich,9524,53,business,good
28,male,2,free,quite rich,rich,18691,10,business,good
66,female,0,own,moderate,moderate,3154,64,car,good
43,male,0,own,moderate,little,11637,66,radio/TV,good
70,female,1,own,little,rich,11859,54,radio/TV,good
31,female,1,rent,moderate,little,7187,35,business,good
33,male,1,own,little,rich,19014,22,domestic appliances,good
73,female,0,rent,little,little,8458,63,furniture/equipment,good
27,female,3,own,little,moderate,16033,68,business,good
48,female,1,rent,rich,little,8765,66,business,good
48,female,3,free,rich,little,2320,68,car,good
53,female,1,rent,moderate,rich,17564,20,radio/TV,bad
27,male,0,rent,rich,little,12996,6,domestic appliances,bad
43,female,3,rent,little,moderate,14021,18,car,good
37,male,3,free,little,moderate,13094,53,business,bad
61,male,0,rent,rich,moderate,18078,39,education,good
26,male,3,free,moderate,rich,12478,35,furniture/equipment,bad
32,male,0,own,little,rich,18155,24,business,good
26,male,0,own,rich,rich,3348,69,car,bad
24,male,2,free,quite rich,rich,18821,71,education,bad
43,male,1,rent,moderate,rich,19202,62,education,bad
41,male,2,own,moderate,moderate,11235,49,business,good
29,female,0,rent,moderate,little,8533,17,domestic appliances,bad
37,male,0,rent,quite rich,moderate,13805,45,radio/TV,good
73,female,3,free,little,rich,5190,29,education,good
31,male,0,own,moderate,moderate,5012,16,furniture/equipment,good
39,male,0,free,rich,little,2003,71,car,bad
33,female,0,free,moderate,rich,5304,6,car,good
46,male,1,free,rich,moderate,13526,63,car,bad
49,female,2,free,moderate,moderate,6031,33,business,good
36,male,2,rent,rich,little,16721,64,car,bad
72,female,1,own,rich,rich,18275,27,car,good
52,female,1,own,rich,rich,3212,34,furniture/equipment,good
60,male,1,own,quite rich,little,5663,50,radio/TV,bad
49,male,2,rent,quite rich,little,7670,22,domestic appliances,bad
72,male,2,rent,quite rich,little,8992,44,business,good
70,male,0,free,little,little,10888,45,business,good
37,female,2,free,rich,rich,7160,33,car,good
68,female,3,free,little,rich,10732,7,furniture/equipment,bad
57,female,2,free,quite rich,moderate,12279,32,education,bad
37,female,1,own,rich,moderate,9065,26,car,bad
25,female,2,free,little,moderate,4007,12,car,good
52,female,0,rent,quite rich,rich,5046,66,business,good
59,female,2,rent,little,rich,3542,57,business,good
30,male,1,rent,little,rich,4082,53,car,good
58,male,3,free,quite rich,moderate,2861,24,business,good
23,male,1,own,rich,little,8603,17,furniture/equipment,bad
64,male,3,own,moderate,little,10524,7,education,good
33,male,0,free,moderate,little,8478,22,education,good
22,male,0,free,little,little,11318,8,education,bad
70,male,2,rent,little,little,3596,26,car,good
62,male,0,rent,little,rich,4304,56,domestic appliances,good
68,female,0,own,rich,moderate,16242,15,car,good
51,male,1,rent,little,little,4450,60,car,good
23,male,1,rent,little,little,14741,41,furniture/equipment,bad
50,male,2,free,little,little,8777,56,education,good
32,female,2,own,quite rich,rich,14495,22,business,bad
32,male,2,free,moderate,little,10785,66,business,bad
31,female,2,own,moderate,moderate,18194,18,radio/TV,good
56,female,1,free,quite rich,rich,7772,70,radio/TV,good
22,male,2,own,rich,rich,13423,53,domestic appliances,bad
69,female,2,rent,rich,rich,4414,52,business,good
74,male,0,own,rich,little,12688,15,education,bad
43,male,2,own,quite rich,little,5102,62,car,bad
65,male,3,free,moderate,little,6963,18,business,good
34,female,0,own,moderate,little,3433,66,domestic appliances,bad
60,male,1,own,little,moderate,8282,63,domestic appliances,good
64,male,3,own,moderate,rich,14525,34,business,good
69,male,2,free,rich,little,19043,21,radio/TV,bad
33,female,0,own,rich,moderate,4548,68,education,good
52,female,2,free,little,rich,19168,52,business,bad
55,female,0,rent,little,rich,5849,48,car,bad
70,female,2,free,moderate,rich,253,28,car,good
40,male,3,own,little,little,13690,35,furniture/equipment,good
30,male,1,rent,little,rich,11539,62,car,bad
50,female,3,own,quite rich,little,11290,35,business,good
46,male,3,free,moderate,moderate,13514,61,business,good
70,female,1,rent,rich,rich,16660,29,car,good
63,male,0,rent,quite rich,moderate,5411,13,radio/TV,bad
51,male,0,rent,rich,little,1214,49,education,good
51,female,1,own,little,little,16192,39,domestic appliances,good
44,female,2,rent,little,little,19730,40,business,good
32,male,0,rent,rich,rich,16705,55,car,bad
67,female,3,rent,quite rich,rich,5851,22,domestic appliances,bad
26,male,1,rent,quite rich,moderate,14434,7,car,good
43,male,3,free,quite rich,little,3197,59,business,good
20,male,0,own,little,moderate,10757,49,furniture/equipment,bad
53,male,1,own,moderate,little,12339,54,education,good
64,female,1,rent,little,little,6488,7,business,good
22,male,0,free,rich,moderate,13406,14,domestic appliances,bad
37,male,0,rent,quite rich,little,2661,6,car,good
37,male,1,own,moderate,moderate,15924,14,furniture/equipment,good
22,female,2,own,quite rich,rich,8558,19,business,good
27,male,1,own,little,moderate,10653,32,education,good
33,female,2,rent,moderate,moderate,3174,14,furniture/equipment,good
42,female,3,rent,moderate,little,3087,41,domestic appliances,good
61,female,2,free,little,moderate,826,8,car,good
42,female,2,free,quite rich,rich,14891,28,radio/TV,good
47,female,0,own,quite rich,rich,9213,35,education,good
31,female,1,own,quite rich,rich,8641,24,furniture/equipment,good
39,female,3,free,little,rich,18389,55,business,bad
60,male,1,own,rich,moderate,8621,53,business,bad
45,male,2,free,rich,rich,19039,8,furniture/equipment,bad
47,female,2,rent,quite rich,moderate,7133,71,business,good
36,female,2,own,moderate,moderate,15908,32,furniture/equipment,bad
55,female,1,own,rich,little,6389,45,education,good
59,male,2,free,quite rich,moderate,14434,23,business,bad
37,female,1,rent,rich,moderate,13215,32,education,good
52,male,3,own,quite rich,little,10743,16,car,bad
39,male,3,own,rich,rich,19622,44,car,bad
32,female,1,free,rich,rich,1369,24,car,good
28,male,3,rent,moderate,moderate,2464,12,car,bad
71,female,0,free,moderate,little,8250,62,business,good
51,female,2,rent,rich,moderate,8315,7,furniture/equipment,bad
74,female,2,rent,quite rich,moderate,10353,43,business,bad
41,male,2,free,moderate,rich,19535,10,domestic appliances,good
23,female,0,free,little,little,1335,41,business,bad
34,male,2,rent,moderate,moderate,16807,62,education,bad
45,female,1,free,rich,rich,13814,25,furniture/equipment,bad
67,female,2,own,rich,moderate,3782,10,radio/TV,good
48,female,1,own,little,rich,17872,29,radio/TV,bad
53,female,3,own,moderate,little,5084,35,furniture/equipment,good
72,female,1,own,rich,moderate,12258,33,radio/TV,good
26,male,1,own,little,little,13212,58,furniture/equipment,good
27,female,1,free,little,rich,14711,56,education,bad
38,female,2,rent,quite rich,little,14838,12,education,bad
51,female,0,free,moderate,little,8262,47,business,good
48,male,0,own,moderate,little,18607,40,radio/TV,good
46,female,1,own,moderate,moderate,18878,39,furniture/equipment,bad
60,female,2,free,rich,rich,10099,59,education,good
60,female,0,free,little,little,8854,34,business,good
28,female,3,rent,quite rich,moderate,14017,15,radio/TV,bad
50,male,3,own,moderate,rich,15361,32,radio/TV,good
63,female,2,free,quite rich,rich,7471,18,radio/TV,bad
18,male,3,rent,quite rich,rich,8064,47,education,bad
38,male,3,own,little,little,11852,42,education,bad
40,male,3,own,moderate,little,12534,66,radio/TV,bad
74,male,0,own,quite rich,little,18016,26,education,good
26,female,3,free,moderate,rich,15760,8,radio/TV,good
73,female,1,own,moderate,rich,1373,13,car,bad
18,male,1,own,moderate,little,12771,22,education,good
38,male,3,rent,quite rich,little,2493,15,furniture/equipment,good
39,male,1,free,little,rich,2839,18,education,bad
71,female,0,rent,little,rich,10220,17,radio/TV,bad
21,male,2,free,quite rich,moderate,17763,71,furniture/equipment,bad
18,male,1,own,rich,moderate,14880,28,business,good
68,male,3,rent,moderate,little,11964,70,furniture/equipment,good
27,male,2,free,moderate,rich,9999,57,furniture/equipment,good
32,male,2,free,little,rich,4751,66,education,good
69,female,3,own,quite rich,moderate,19407,31,domestic appliances,bad
53,male,1,own,quite rich,rich,19419,20,furniture/equipment,good
46,female,0,rent,rich,little,1956,27,furniture/equipment,good
69,female,1,rent,rich,moderate,19235,70,radio/TV,bad
63,female,1,free,little,rich,8816,31,education,good
22,female,0,rent,rich,rich,1862,26,radio/TV,bad
46,female,2,own,rich,little,17088,29,education,bad
64,male,0,rent,quite rich,rich,4547,21,business,good
64,female,0,rent,quite rich,moderate,18109,37,domestic appliances,good
44,female,3,free,rich,moderate,15796,21,furniture/equipment,bad
42,male,3,own,little,rich,16217,47,education,bad
33,female,1,free,rich,rich,9295,37,furniture/equipment,good
33,male,3,own,little,rich,1641,55,furniture/equipment,good
53,male,0,own,rich,rich,10829,46,car,good
42,male,0,free,quite rich,moderate,8703,29,radio/TV,good
58,male,3,rent,quite rich,little,8258,18,domestic appliances,good
18,male,3,free,little,moderate,16198,15,education,good
22,female,3,rent,rich,rich,5675,47,business,good
58,male,0,free,rich,rich,14407,46,domestic appliances,bad
37,male,2,free,little,moderate,17271,8,car,bad
22,female,2,rent,rich,moderate,8606,60,radio/TV,bad
53,female,3,rent,moderate,rich,3055,21,business,good
46,female,1,rent,quite rich,moderate,15697,49,business,good
65,female,1,free,quite rich,rich,1473,35,furniture/equipment,good
51,male,2,rent,little,moderate,3592,42,radio/TV,good
65,female,3,rent,rich,rich,17122,65,car,bad
35,male,0,rent,little,moderate,9106,29,education,good
19,female,1,own,moderate,rich,17880,31,education,bad
33,female,1,rent,rich,little,6311,63,car,bad
46,female,0,rent,moderate,little,13782,14,furniture/equipment,good
50,female,0,rent,little,moderate,19344,66,furniture/equipment,bad
33,female,3,own,quite rich,little,1130,24,business,good
52,male,0,own,moderate,rich,17068,33,radio/TV,good
64,male,0,rent,rich,moderate,6374,12,business,good
60,male,0,rent,little,moderate,5434,50,education,bad
59,female,2,rent,little,rich,18618,68,car,good
34,male,0,rent,little,rich,13473,42,radio/TV,good
21,female,1,own,quite rich,rich,10234,21,car,good
66,female,3,rent,little,moderate,3048,10,radio/TV,good
21,male,3,own,little,rich,7853,34,domestic appliances,good
68,male,3,free,quite rich,little,13533,57,education,bad
42,female,2,own,little,moderate,11954,28,education,good
50,female,1,free,little,rich,13570,11,domestic appliances,good
31,male,0,own,moderate,moderate,1743,41,radio/TV,good
41,female,1,own,little,little,19313,62,furniture/equipment,good
28,male,3,own,quite rich,little,15957,38,radio/TV,bad
42,male,0,rent,moderate,rich,18259,54,education,bad
45,female,3,own,little,moderate,19651,46,car,good
24,female,3,rent,quite rich,rich,18481,60,business,bad
66,female,3,own,rich,moderate,3496,31,car,good
53,female,1,own,little,rich,16175,42,education,bad
27,male,1,free,rich,rich,1566,22,car,good
66,female,3,own,moderate,moderate,18584,37,furniture/equipment,good
53,male,3,rent,quite rich,moderate,16857,33,furniture/equipment,good
48,male,0,free,moderate,little,2276,30,radio/TV,bad
36,female,3,free,rich,little,1797,52,car,good
35,male,3,own,rich,moderate,15539,27,car,bad
66,female,3,own,rich,little,4028,66,education,good
23,female,3,free,quite rich,little,16368,49,radio/TV,bad
45,male,1,rent,rich,moderate,6761,25,radio/TV,good
24,male,3,own,rich,moderate,8007,55,car,bad
55,male,2,free,quite rich,moderate,1773,52,business,good
74,female,3,rent,rich,rich,18606,52,car,good
29,female,1,own,little,moderate,12970,56,car,good
58,male,2,free,rich,moderate,13824,60,car,bad
67,female,2,free,quite rich,moderate,13045,44,furniture/equipment,good
51,female,3,own,rich,little,17250,19,domestic appliances,bad
42,male,3,rent,quite rich,moderate,16112,52,radio/TV,bad
34,female,1,rent,rich,little,19255,26,domestic appliances,bad
70,male,2,free,little,rich,12683,20,furniture/equipment,good
50,male,2,rent,quite rich,moderate,18727,6,business,bad
40,male,1,free,quite rich,moderate,19810,15,education,good
26,female,3,own,quite rich,little,7734,28,business,good
23,male,0,rent,quite rich,rich,12658,23,radio/TV,good
19,male,0,own,rich,moderate,17700,63,education,bad
55,male,2,free,rich,rich,18780,57,domestic appliances,bad
26,male,2,own,little,rich,955,51,business,good
20,female,3,rent,little,moderate,18992,18,radio/TV,bad
33,male,0,own,rich,rich,13775,22,business,good
42,female,2,rent,moderate,rich,4062,66,education,good
41,male,3,rent,quite rich,moderate,11902,70,education,good
64,female,0,rent,rich,little,2569,58,business,bad
46,female,1,rent,little,moderate,8413,10,furniture/equipment,good
61,female,2,rent,quite rich,rich,459,37,business,good
72,female,1,free,little,moderate,5084,50,domestic appliances,good
57,male,0,own,moderate,little,19441,61,business,good
43,male,3,free,quite rich,rich,12696,10,business,bad
55,female,3,own,moderate,rich,4212,39,furniture/equipment,good
52,female,0,own,moderate,little,13278,66,car,bad
40,female,1,own,moderate,little,19024,67,education,good
21,male,3,free,rich,rich,11967,68,domestic appliances,bad
59,female,2,rent,little,little,5044,49,radio/TV,good
31,female,1,rent,quite rich,moderate,16479,33,education,bad
70,male,1,free,rich,little,2694,18,education,bad
73,male,2,rent,little,moderate,11025,48,car,good
64,male,0,own,rich,rich,8582,35,education,good
56,male,3,rent,little,rich,19498,31,education,bad
24,male,1,rent,quite rich,rich,2857,68,furniture/equipment,bad
25,male,3,rent,quite rich,rich,19551,62,furniture/equipment,bad
59,female,3,own,quite rich,rich,18852,69,furniture/equipment,good
